year,area,species,catch,fishery,type,area_catch
1996,23,Sockeye,440,T,Commercial,1992904
1997,23,Sockeye,5208,T,Commercial,1992904
1998,23,Sockeye,9003,T,Commercial,1992904
1999,23,Sockeye,9477,T,Commercial,1992904
2000,23,Sockeye,5236,T,Commercial,1992904
2001,23,Sockeye,37053,T,Commercial,1992904
2002,23,Sockeye,77198,T,Commercial,1992904
2003,23,Sockeye,14,T,Commercial,1992904
2004,23,Sockeye,0,T,Commercial,1992904
2005,23,Sockeye,0,T,Commercial,1992904
2006,23,Sockeye,5812,T,Commercial,1992904
2007,23,Sockeye,1,T,Commercial,1992904
2008,23,Sockeye,1,T,Commercial,1992904
2009,23,Sockeye,0,T,Commercial,1992904
2010,23,Sockeye,0,T,Commercial,1992904
2011,23,Sockeye,0,T,Commercial,1992904
2012,23,Sockeye,4,T,Commercial,1992904
2013,23,Sockeye,0,T,Commercial,1992904
2014,23,Sockeye,12,T,Commercial,1992904
2015,23,Sockeye,0,T,Commercial,1992904
2016,23,Sockeye,0,T,Commercial,1992904
2017,23,Sockeye,0,T,Commercial,1992904
2018,23,Sockeye,778,T,Commercial,1992904
2019,23,Sockeye,0,T,Commercial,1992904
2020,23,Sockeye,0,T,Commercial,1992904
1982,24,Sockeye,603383,T,Commercial,2153426
1983,24,Sockeye,4682,T,Commercial,2153426
1984,24,Sockeye,5663,T,Commercial,2153426
1985,24,Sockeye,184527,T,Commercial,2153426
1986,24,Sockeye,202728,T,Commercial,2153426
1987,24,Sockeye,178068,T,Commercial,2153426
1988,24,Sockeye,16608,T,Commercial,2153426
1989,24,Sockeye,158305,T,Commercial,2153426
1990,24,Sockeye,154282,T,Commercial,2153426
1991,24,Sockeye,211794,T,Commercial,2153426
1992,24,Sockeye,17163,T,Commercial,2153426
1993,24,Sockeye,149436,T,Commercial,2153426
1994,24,Sockeye,78060,T,Commercial,2153426
1995,24,Sockeye,5184,T,Commercial,2153426
1996,24,Sockeye,68,T,Commercial,2153426
1997,24,Sockeye,1072,T,Commercial,2153426
1998,24,Sockeye,0,T,Commercial,2153426
1999,24,Sockeye,0,T,Commercial,2153426
2000,24,Sockeye,0,T,Commercial,2153426
2001,24,Sockeye,277,T,Commercial,2153426
2002,24,Sockeye,79022,T,Commercial,2153426
2003,24,Sockeye,0,T,Commercial,2153426
2004,24,Sockeye,0,T,Commercial,2153426
2005,24,Sockeye,0,T,Commercial,2153426
2006,24,Sockeye,84111,T,Commercial,2153426
2007,24,Sockeye,0,T,Commercial,2153426
2008,24,Sockeye,0,T,Commercial,2153426
2009,24,Sockeye,0,T,Commercial,2153426
2010,24,Sockeye,0,T,Commercial,2153426
2011,24,Sockeye,0,T,Commercial,2153426
2012,24,Sockeye,0,T,Commercial,2153426
2013,24,Sockeye,0,T,Commercial,2153426
2014,24,Sockeye,0,T,Commercial,2153426
2015,24,Sockeye,0,T,Commercial,2153426
2016,24,Sockeye,0,T,Commercial,2153426
2017,24,Sockeye,0,T,Commercial,2153426
2018,24,Sockeye,18993,T,Commercial,2153426
2019,24,Sockeye,0,T,Commercial,2153426
2020,24,Sockeye,0,T,Commercial,2153426
1982,25,Sockeye,497773,T,Commercial,2255399
1983,25,Sockeye,3955,T,Commercial,2255399
1984,25,Sockeye,2917,T,Commercial,2255399
1985,25,Sockeye,100554,T,Commercial,2255399
1986,25,Sockeye,413384,T,Commercial,2255399
1987,25,Sockeye,86482,T,Commercial,2255399
1988,25,Sockeye,9205,T,Commercial,2255399
1989,25,Sockeye,82198,T,Commercial,2255399
1990,25,Sockeye,455028,T,Commercial,2255399
1991,25,Sockeye,450039,T,Commercial,2255399
1992,25,Sockeye,8220,T,Commercial,2255399
1993,25,Sockeye,98207,T,Commercial,2255399
1994,25,Sockeye,33106,T,Commercial,2255399
1995,25,Sockeye,3387,T,Commercial,2255399
1996,25,Sockeye,14,T,Commercial,2255399
1997,25,Sockeye,872,T,Commercial,2255399
1998,25,Sockeye,0,T,Commercial,2255399
1999,25,Sockeye,0,T,Commercial,2255399
2000,25,Sockeye,0,T,Commercial,2255399
2001,25,Sockeye,611,T,Commercial,2255399
2002,25,Sockeye,5300,T,Commercial,2255399
2003,25,Sockeye,0,T,Commercial,2255399
2004,25,Sockeye,0,T,Commercial,2255399
2005,25,Sockeye,0,T,Commercial,2255399
2006,25,Sockeye,4147,T,Commercial,2255399
2007,25,Sockeye,0,T,Commercial,2255399
2008,25,Sockeye,0,T,Commercial,2255399
2009,25,Sockeye,0,T,Commercial,2255399
2010,25,Sockeye,0,T,Commercial,2255399
2011,25,Sockeye,0,T,Commercial,2255399
2012,25,Sockeye,0,T,Commercial,2255399
2013,25,Sockeye,0,T,Commercial,2255399
2014,25,Sockeye,0,T,Commercial,2255399
2015,25,Sockeye,0,T,Commercial,2255399
2016,25,Sockeye,0,T,Commercial,2255399
2017,25,Sockeye,0,T,Commercial,2255399
2018,25,Sockeye,0,T,Commercial,2255399
2019,25,Sockeye,0,T,Commercial,2255399
2020,25,Sockeye,0,T,Commercial,2255399
1982,26,Sockeye,225366,T,Commercial,1116745
1983,26,Sockeye,3171,T,Commercial,1116745
1984,26,Sockeye,2132,T,Commercial,1116745
1985,26,Sockeye,66048,T,Commercial,1116745
1986,26,Sockeye,251633,T,Commercial,1116745
1987,26,Sockeye,37215,T,Commercial,1116745
1988,26,Sockeye,6305,T,Commercial,1116745
1989,26,Sockeye,107667,T,Commercial,1116745
1990,26,Sockeye,219541,T,Commercial,1116745
1991,26,Sockeye,93830,T,Commercial,1116745
1992,26,Sockeye,7478,T,Commercial,1116745
1993,26,Sockeye,37137,T,Commercial,1116745
1994,26,Sockeye,29604,T,Commercial,1116745
1995,26,Sockeye,2772,T,Commercial,1116745
1996,26,Sockeye,72,T,Commercial,1116745
1997,26,Sockeye,499,T,Commercial,1116745
1998,26,Sockeye,0,T,Commercial,1116745
1999,26,Sockeye,0,T,Commercial,1116745
2000,26,Sockeye,0,T,Commercial,1116745
2001,26,Sockeye,64,T,Commercial,1116745
2002,26,Sockeye,25397,T,Commercial,1116745
2003,26,Sockeye,1,T,Commercial,1116745
2004,26,Sockeye,0,T,Commercial,1116745
2005,26,Sockeye,0,T,Commercial,1116745
2006,26,Sockeye,626,T,Commercial,1116745
2007,26,Sockeye,45,T,Commercial,1116745
2008,26,Sockeye,0,T,Commercial,1116745
2009,26,Sockeye,16,T,Commercial,1116745
2010,26,Sockeye,0,T,Commercial,1116745
2011,26,Sockeye,0,T,Commercial,1116745
2012,26,Sockeye,0,T,Commercial,1116745
2013,26,Sockeye,0,T,Commercial,1116745
2014,26,Sockeye,0,T,Commercial,1116745
2015,26,Sockeye,0,T,Commercial,1116745
2016,26,Sockeye,0,T,Commercial,1116745
2017,26,Sockeye,0,T,Commercial,1116745
2018,26,Sockeye,126,T,Commercial,1116745
2019,26,Sockeye,0,T,Commercial,1116745
2020,26,Sockeye,0,T,Commercial,1116745
1982,27,Sockeye,555012,T,Commercial,3895462
1983,27,Sockeye,18524,T,Commercial,3895462
1984,27,Sockeye,8086,T,Commercial,3895462
1985,27,Sockeye,256521,T,Commercial,3895462
1986,27,Sockeye,808680,T,Commercial,3895462
1987,27,Sockeye,49963,T,Commercial,3895462
1988,27,Sockeye,26761,T,Commercial,3895462
1989,27,Sockeye,430765,T,Commercial,3895462
1990,27,Sockeye,854119,T,Commercial,3895462
1991,27,Sockeye,472707,T,Commercial,3895462
1992,27,Sockeye,49602,T,Commercial,3895462
1993,27,Sockeye,269564,T,Commercial,3895462
1994,27,Sockeye,56916,T,Commercial,3895462
1995,27,Sockeye,18446,T,Commercial,3895462
1996,27,Sockeye,112,T,Commercial,3895462
1997,27,Sockeye,1522,T,Commercial,3895462
1998,27,Sockeye,0,T,Commercial,3895462
1999,27,Sockeye,0,T,Commercial,3895462
2000,27,Sockeye,0,T,Commercial,3895462
2001,27,Sockeye,124,T,Commercial,3895462
2002,27,Sockeye,11417,T,Commercial,3895462
2003,27,Sockeye,0,T,Commercial,3895462
2004,27,Sockeye,10,T,Commercial,3895462
2005,27,Sockeye,0,T,Commercial,3895462
2006,27,Sockeye,6581,T,Commercial,3895462
2007,27,Sockeye,0,T,Commercial,3895462
2008,27,Sockeye,0,T,Commercial,3895462
2009,27,Sockeye,0,T,Commercial,3895462
2010,27,Sockeye,0,T,Commercial,3895462
2011,27,Sockeye,0,T,Commercial,3895462
2012,27,Sockeye,0,T,Commercial,3895462
2013,27,Sockeye,0,T,Commercial,3895462
2014,27,Sockeye,0,T,Commercial,3895462
2015,27,Sockeye,0,T,Commercial,3895462
2016,27,Sockeye,0,T,Commercial,3895462
2017,27,Sockeye,0,T,Commercial,3895462
2018,27,Sockeye,30,T,Commercial,3895462
2019,27,Sockeye,0,T,Commercial,3895462
2020,27,Sockeye,0,T,Commercial,3895462
1982,29,Sockeye,57028,T,Commercial,1658422
1983,29,Sockeye,59230,T,Commercial,1658422
1984,29,Sockeye,69620,T,Commercial,1658422
1985,29,Sockeye,62145,T,Commercial,1658422
1986,29,Sockeye,189057,T,Commercial,1658422
1987,29,Sockeye,22397,T,Commercial,1658422
1988,29,Sockeye,36352,T,Commercial,1658422
1989,29,Sockeye,40284,T,Commercial,1658422
1990,29,Sockeye,225487,T,Commercial,1658422
1991,29,Sockeye,39238,T,Commercial,1658422
1992,29,Sockeye,4682,T,Commercial,1658422
1993,29,Sockeye,127224,T,Commercial,1658422
1994,29,Sockeye,324006,T,Commercial,1658422
1995,29,Sockeye,3434,T,Commercial,1658422
1997,29,Sockeye,10324,T,Commercial,1658422
1998,29,Sockeye,16853,T,Commercial,1658422
1999,29,Sockeye,0,T,Commercial,1658422
2000,29,Sockeye,3793,T,Commercial,1658422
2001,29,Sockeye,24797,T,Commercial,1658422
2002,29,Sockeye,0,T,Commercial,1658422
2003,29,Sockeye,18,T,Commercial,1658422
2004,29,Sockeye,0,T,Commercial,1658422
2005,29,Sockeye,0,T,Commercial,1658422
2006,29,Sockeye,45,T,Commercial,1658422
2007,29,Sockeye,0,T,Commercial,1658422
2008,29,Sockeye,0,T,Commercial,1658422
2009,29,Sockeye,0,T,Commercial,1658422
2010,29,Sockeye,107941,T,Commercial,1658422
2011,29,Sockeye,1384,T,Commercial,1658422
2014,29,Sockeye,112942,T,Commercial,1658422
2015,29,Sockeye,0,T,Commercial,1658422
2016,29,Sockeye,0,T,Commercial,1658422
2017,29,Sockeye,0,T,Commercial,1658422
2018,29,Sockeye,120141,T,Commercial,1658422
1982,130,Sockeye,4980,T,Commercial,15326
1983,130,Sockeye,1112,T,Commercial,15326
1984,130,Sockeye,66,T,Commercial,15326
1986,130,Sockeye,8,T,Commercial,15326
1987,130,Sockeye,381,T,Commercial,15326
1988,130,Sockeye,69,T,Commercial,15326
1989,130,Sockeye,4326,T,Commercial,15326
1990,130,Sockeye,6,T,Commercial,15326
1991,130,Sockeye,3277,T,Commercial,15326
1992,130,Sockeye,158,T,Commercial,15326
1994,130,Sockeye,943,T,Commercial,15326
2005,130,Sockeye,0,T,Commercial,15326
2014,1,Sockeye,221.33,Rec,Rec,2458.39
2015,1,Sockeye,1225.04,Rec,Rec,2458.39
2016,1,Sockeye,236.8,Rec,Rec,2458.39
2017,1,Sockeye,180.3,Rec,Rec,2458.39
2018,1,Sockeye,438.69,Rec,Rec,2458.39
2019,1,Sockeye,148.05,Rec,Rec,2458.39
2020,1,Sockeye,8.18,Rec,Rec,2458.39
2014,2,Sockeye,570.34,Rec,Rec,1259.42
