year,area,species,catch,fishery,type,area_catch
1991,18,Chinook,13,GN,Commercial,885
1992,18,Chinook,256,GN,Commercial,885
1993,18,Chinook,1,GN,Commercial,885
1998,18,Chinook,0,GN,Commercial,885
2001,18,Chinook,0,GN,Commercial,885
2002,18,Chinook,0,GN,Commercial,885
2004,18,Chinook,0,GN,Commercial,885
2007,18,Chinook,0,GN,Commercial,885
2008,18,Chinook,0,GN,Commercial,885
2009,18,Chinook,0,GN,Commercial,885
2012,18,Chinook,0,GN,Commercial,885
2014,18,Chinook,0,GN,Commercial,885
2015,18,Chinook,0,GN,Commercial,885
2016,18,Chinook,0,GN,Commercial,885
2017,18,Chinook,0,GN,Commercial,885
2018,18,Chinook,0,GN,Commercial,885
1981,19,Chinook,3,GN,Commercial,39
1982,19,Chinook,25,GN,Commercial,39
1983,19,Chinook,1,GN,Commercial,39
1985,19,Chinook,9,GN,Commercial,39
1986,19,Chinook,1,GN,Commercial,39
2002,19,Chinook,0,GN,Commercial,39
2018,19,Chinook,0,GN,Commercial,39
1975,20,Chinook,6139,GN,Commercial,102820
1976,20,Chinook,9034,GN,Commercial,102820
1977,20,Chinook,17951,GN,Commercial,102820
1978,20,Chinook,5285,GN,Commercial,102820
1979,20,Chinook,2523,GN,Commercial,102820
1980,20,Chinook,3692,GN,Commercial,102820
1981,20,Chinook,5853,GN,Commercial,102820
1982,20,Chinook,4348,GN,Commercial,102820
1983,20,Chinook,393,GN,Commercial,102820
1984,20,Chinook,3277,GN,Commercial,102820
1985,20,Chinook,4969,GN,Commercial,102820
1986,20,Chinook,8448,GN,Commercial,102820
1987,20,Chinook,1861,GN,Commercial,102820
1988,20,Chinook,1310,GN,Commercial,102820
1989,20,Chinook,8612,GN,Commercial,102820
1990,20,Chinook,1983,GN,Commercial,102820
1991,20,Chinook,7077,GN,Commercial,102820
1992,20,Chinook,2670,GN,Commercial,102820
1993,20,Chinook,1476,GN,Commercial,102820
1994,20,Chinook,5102,GN,Commercial,102820
1995,20,Chinook,712,GN,Commercial,102820
1997,20,Chinook,105,GN,Commercial,102820
2001,20,Chinook,0,GN,Commercial,102820
1977,21,Chinook,268,GN,Commercial,6272
1982,21,Chinook,9,GN,Commercial,6272
1985,21,Chinook,22,GN,Commercial,6272
1986,21,Chinook,155,GN,Commercial,6272
1987,21,Chinook,300,GN,Commercial,6272
1988,21,Chinook,246,GN,Commercial,6272
1989,21,Chinook,1186,GN,Commercial,6272
1990,21,Chinook,387,GN,Commercial,6272
1991,21,Chinook,701,GN,Commercial,6272
1992,21,Chinook,1029,GN,Commercial,6272
1993,21,Chinook,340,GN,Commercial,6272
1994,21,Chinook,1000,GN,Commercial,6272
1995,21,Chinook,446,GN,Commercial,6272
1996,21,Chinook,54,GN,Commercial,6272
1997,21,Chinook,57,GN,Commercial,6272
1998,21,Chinook,8,GN,Commercial,6272
1999,21,Chinook,7,GN,Commercial,6272
2000,21,Chinook,6,GN,Commercial,6272
2001,21,Chinook,0,GN,Commercial,6272
2002,21,Chinook,0,GN,Commercial,6272
2003,21,Chinook,0,GN,Commercial,6272
2004,21,Chinook,2,GN,Commercial,6272
2005,21,Chinook,1,GN,Commercial,6272
2006,21,Chinook,0,GN,Commercial,6272
2007,21,Chinook,0,GN,Commercial,6272
2008,21,Chinook,0,GN,Commercial,6272
2011,21,Chinook,48,GN,Commercial,6272
2012,21,Chinook,0,GN,Commercial,6272
2013,21,Chinook,0,GN,Commercial,6272
2015,21,Chinook,0,GN,Commercial,6272
2016,21,Chinook,0,GN,Commercial,6272
2017,21,Chinook,0,GN,Commercial,6272
2018,21,Chinook,0,GN,Commercial,6272
1980,22,Chinook,9,GN,Commercial,12
1981,22,Chinook,3,GN,Commercial,12
1975,23,Chinook,11737,GN,Commercial,670287
1976,23,Chinook,20521,GN,Commercial,670287
1977,23,Chinook,14342,GN,Commercial,670287
1978,23,Chinook,31750,GN,Commercial,670287
1979,23,Chinook,49898,GN,Commercial,670287
1980,23,Chinook,36609,GN,Commercial,670287
1981,23,Chinook,43521,GN,Commercial,670287
1982,23,Chinook,43408,GN,Commercial,670287
1983,23,Chinook,38851,GN,Commercial,670287
1984,23,Chinook,46646,GN,Commercial,670287
1985,23,Chinook,19792,GN,Commercial,670287
1986,23,Chinook,3423,GN,Commercial,670287
1987,23,Chinook,24,GN,Commercial,670287
1988,23,Chinook,15131,GN,Commercial,670287
1989,23,Chinook,38729,GN,Commercial,670287
1990,23,Chinook,29029,GN,Commercial,670287
1991,23,Chinook,56573,GN,Commercial,670287
1992,23,Chinook,1502,GN,Commercial,670287
1993,23,Chinook,23088,GN,Commercial,670287
1994,23,Chinook,2419,GN,Commercial,670287
1997,23,Chinook,50,GN,Commercial,670287
1998,23,Chinook,144,GN,Commercial,670287
1999,23,Chinook,41,GN,Commercial,670287
2000,23,Chinook,19,GN,Commercial,670287
2001,23,Chinook,6,GN,Commercial,670287
2002,23,Chinook,237,GN,Commercial,670287
2003,23,Chinook,5257,GN,Commercial,670287
2004,23,Chinook,6856,GN,Commercial,670287
2005,23,Chinook,10433,GN,Commercial,670287
2006,23,Chinook,12978,GN,Commercial,670287
2007,23,Chinook,16739,GN,Commercial,670287
2008,23,Chinook,4848,GN,Commercial,670287
2009,23,Chinook,3671,GN,Commercial,670287
2010,23,Chinook,12,GN,Commercial,670287
2011,23,Chinook,7965,GN,Commercial,670287
2012,23,Chinook,2094,GN,Commercial,670287
2013,23,Chinook,171,GN,Commercial,670287
2014,23,Chinook,668,GN,Commercial,670287
2015,23,Chinook,516,GN,Commercial,670287
2016,23,Chinook,1671,GN,Commercial,670287
2017,23,Chinook,7132,GN,Commercial,670287
2018,23,Chinook,12056,GN,Commercial,670287
2019,23,Chinook,24811,GN,Commercial,670287
2020,23,Chinook,24919,GN,Commercial,670287
1975,24,Chinook,7,GN,Commercial,377
1976,24,Chinook,67,GN,Commercial,377
1977,24,Chinook,68,GN,Commercial,377
1978,24,Chinook,39,GN,Commercial,377
1979,24,Chinook,66,GN,Commercial,377
1980,24,Chinook,120,GN,Commercial,377
1981,24,Chinook,8,GN,Commercial,377
1982,24,Chinook,2,GN,Commercial,377
2007,24,Chinook,0,GN,Commercial,377
2008,24,Chinook,0,GN,Commercial,377
2011,24,Chinook,0,GN,Commercial,377
2012,24,Chinook,0,GN,Commercial,377
1975,25,Chinook,638,GN,Commercial,156683
1976,25,Chinook,17,GN,Commercial,156683
1977,25,Chinook,1,GN,Commercial,156683
1978,25,Chinook,15,GN,Commercial,156683
1980,25,Chinook,36,GN,Commercial,156683
1981,25,Chinook,42,GN,Commercial,156683
1982,25,Chinook,222,GN,Commercial,156683
1984,25,Chinook,254,GN,Commercial,156683
1985,25,Chinook,89,GN,Commercial,156683
1986,25,Chinook,636,GN,Commercial,156683
1987,25,Chinook,16,GN,Commercial,156683
1992,25,Chinook,5230,GN,Commercial,156683
1993,25,Chinook,5757,GN,Commercial,156683
1994,25,Chinook,331,GN,Commercial,156683
1995,25,Chinook,21,GN,Commercial,156683
1997,25,Chinook,89,GN,Commercial,156683
1998,25,Chinook,40,GN,Commercial,156683
1999,25,Chinook,32,GN,Commercial,156683
2000,25,Chinook,0,GN,Commercial,156683
2001,25,Chinook,5,GN,Commercial,156683
2002,25,Chinook,1,GN,Commercial,156683
2003,25,Chinook,3980,GN,Commercial,156683
2004,25,Chinook,5450,GN,Commercial,156683
2005,25,Chinook,8179,GN,Commercial,156683
2006,25,Chinook,4846,GN,Commercial,156683
2007,25,Chinook,6101,GN,Commercial,156683
2008,25,Chinook,0,GN,Commercial,156683
2009,25,Chinook,3496,GN,Commercial,156683
2010,25,Chinook,1735,GN,Commercial,156683
2011,25,Chinook,13496,GN,Commercial,156683
2012,25,Chinook,8135,GN,Commercial,156683
2013,25,Chinook,8688,GN,Commercial,156683
2014,25,Chinook,18418,GN,Commercial,156683
2015,25,Chinook,9615,GN,Commercial,156683
2016,25,Chinook,3451,GN,Commercial,156683
2017,25,Chinook,20202,GN,Commercial,156683
2018,25,Chinook,3307,GN,Commercial,156683
2019,25,Chinook,14132,GN,Commercial,156683
2020,25,Chinook,9980,GN,Commercial,156683
1975,26,Chinook,129,GN,Commercial,363
1976,26,Chinook,53,GN,Commercial,363
1977,26,Chinook,9,GN,Commercial,363
1978,26,Chinook,85,GN,Commercial,363
1980,26,Chinook,37,GN,Commercial,363
1981,26,Chinook,7,GN,Commercial,363
1982,26,Chinook,40,GN,Commercial,363
1984,26,Chinook,3,GN,Commercial,363
2017,26,Chinook,0,GN,Commercial,363
2018,26,Chinook,0,GN,Commercial,363
2019,26,Chinook,0,GN,Commercial,363
2020,26,Chinook,0,GN,Commercial,363
1975,27,Chinook,5465,GN,Commercial,9097
1976,27,Chinook,2971,GN,Commercial,9097
1977,27,Chinook,512,GN,Commercial,9097
1978,27,Chinook,54,GN,Commercial,9097
1979,27,Chinook,75,GN,Commercial,9097
1980,27,Chinook,7,GN,Commercial,9097
1981,27,Chinook,13,GN,Commercial,9097
2007,27,Chinook,0,GN,Commercial,9097
1978,28,Chinook,2682,GN,Commercial,3393
1979,28,Chinook,680,GN,Commercial,3393
1980,28,Chinook,31,GN,Commercial,3393
1975,29,Chinook,73742,GN,Commercial,741963
1976,29,Chinook,79594,GN,Commercial,741963
1977,29,Chinook,90775,GN,Commercial,741963
1978,29,Chinook,54086,GN,Commercial,741963
1979,29,Chinook,51488,GN,Commercial,741963
1980,29,Chinook,40061,GN,Commercial,741963
1981,29,Chinook,22447,GN,Commercial,741963
1982,29,Chinook,23792,GN,Commercial,741963
1983,29,Chinook,25578,GN,Commercial,741963
1984,29,Chinook,27949,GN,Commercial,741963
1985,29,Chinook,28897,GN,Commercial,741963
1986,29,Chinook,31426,GN,Commercial,741963
1987,29,Chinook,12025,GN,Commercial,741963
1988,29,Chinook,8490,GN,Commercial,741963
1989,29,Chinook,23153,GN,Commercial,741963
1990,29,Chinook,15687,GN,Commercial,741963
1991,29,Chinook,14732,GN,Commercial,741963
1992,29,Chinook,7321,GN,Commercial,741963
1993,29,Chinook,13873,GN,Commercial,741963
1994,29,Chinook,13656,GN,Commercial,741963
1995,29,Chinook,6435,GN,Commercial,741963
1996,29,Chinook,4171,GN,Commercial,741963
1997,29,Chinook,24239,GN,Commercial,741963
1998,29,Chinook,4807,GN,Commercial,741963
1999,29,Chinook,39,GN,Commercial,741963
2000,29,Chinook,4465,GN,Commercial,741963
2001,29,Chinook,58,GN,Commercial,741963
2002,29,Chinook,4450,GN,Commercial,741963
2003,29,Chinook,4702,GN,Commercial,741963
2004,29,Chinook,7663,GN,Commercial,741963
2005,29,Chinook,139,GN,Commercial,741963
2006,29,Chinook,3452,GN,Commercial,741963
2007,29,Chinook,88,GN,Commercial,741963
2008,29,Chinook,0,GN,Commercial,741963
2009,29,Chinook,33,GN,Commercial,741963
2010,29,Chinook,6385,GN,Commercial,741963
2011,29,Chinook,5515,GN,Commercial,741963
2012,29,Chinook,1,GN,Commercial,741963
2013,29,Chinook,5,GN,Commercial,741963
2014,29,Chinook,6513,GN,Commercial,741963
2015,29,Chinook,4,GN,Commercial,741963
2016,29,Chinook,3,GN,Commercial,741963
2017,29,Chinook,0,GN,Commercial,741963
2018,29,Chinook,24,GN,Commercial,741963
2020,29,Chinook,0,GN,Commercial,741963
1975,1,Chinook,4383,SN,Commercial,109539
1976,1,Chinook,1483,SN,Commercial,109539
1977,1,Chinook,4967,SN,Commercial,109539
1978,1,Chinook,2187,SN,Commercial,109539
1979,1,Chinook,6453,SN,Commercial,109539
1980,1,Chinook,6158,SN,Commercial,109539
1981,1,Chinook,13356,SN,Commercial,109539
1982,1,Chinook,9119,SN,Commercial,109539
1983,1,Chinook,2429,SN,Commercial,109539
1984,1,Chinook,4580,SN,Commercial,109539
1985,1,Chinook,11115,SN,Commercial,109539
1986,1,Chinook,6713,SN,Commercial,109539
1987,1,Chinook,7533,SN,Commercial,109539
1988,1,Chinook,4673,SN,Commercial,109539
1989,1,Chinook,7173,SN,Commercial,109539
1990,1,Chinook,5237,SN,Commercial,109539
1991,1,Chinook,3379,SN,Commercial,109539
1992,1,Chinook,3736,SN,Commercial,109539
1993,1,Chinook,2440,SN,Commercial,109539
1994,1,Chinook,2007,SN,Commercial,109539
1995,1,Chinook,388,SN,Commercial,109539
1996,1,Chinook,0,SN,Commercial,109539
1997,1,Chinook,30,SN,Commercial,109539
1998,1,Chinook,0,SN,Commercial,109539
2000,1,Chinook,0,SN,Commercial,109539
2010,1,Chinook,0,SN,Commercial,109539
2014,1,Chinook,0,SN,Commercial,109539
2020,1,Chinook,0,SN,Commercial,109539
1975,2,Chinook,940,SN,Commercial,124150
1976,2,Chinook,2348,SN,Commercial,124150
1977,2,Chinook,21839,SN,Commercial,124150
1978,2,Chinook,9726,SN,Commercial,124150
1979,2,Chinook,23032,SN,Commercial,124150
1980,2,Chinook,11226,SN,Commercial,124150
1981,2,Chinook,8818,SN,Commercial,124150
1982,2,Chinook,4246,SN,Commercial,124150
1983,2,Chinook,3708,SN,Commercial,124150
1984,2,Chinook,8246,SN,Commercial,124150
1985,2,Chinook,4123,SN,Commercial,124150
1986,2,Chinook,2584,SN,Commercial,124150
1987,2,Chinook,1404,SN,Commercial,124150
1988,2,Chinook,1375,SN,Commercial,124150
1989,2,Chinook,5722,SN,Commercial,124150
1990,2,Chinook,3468,SN,Commercial,124150
1991,2,Chinook,4133,SN,Commercial,124150
1992,2,Chinook,2967,SN,Commercial,124150
1993,2,Chinook,1392,SN,Commercial,124150
1994,2,Chinook,2841,SN,Commercial,124150
1996,2,Chinook,2,SN,Commercial,124150
1997,2,Chinook,6,SN,Commercial,124150
1998,2,Chinook,0,SN,Commercial,124150
1999,2,Chinook,4,SN,Commercial,124150
2000,2,Chinook,0,SN,Commercial,124150
2001,2,Chinook,0,SN,Commercial,124150
2002,2,Chinook,0,SN,Commercial,124150
2003,2,Chinook,0,SN,Commercial,124150
2004,2,Chinook,0,SN,Commercial,124150
2005,2,Chinook,0,SN,Commercial,124150
2006,2,Chinook,0,SN,Commercial,124150
2008,2,Chinook,0,SN,Commercial,124150
2009,2,Chinook,0,SN,Commercial,124150
2010,2,Chinook,0,SN,Commercial,124150
2012,2,Chinook,0,SN,Commercial,124150
2015,2,Chinook,0,SN,Commercial,124150
1975,3,Chinook,7516,SN,Commercial,291873
1976,3,Chinook,1965,SN,Commercial,291873
1977,3,Chinook,11645,SN,Commercial,291873
1978,3,Chinook,24267,SN,Commercial,291873
1979,3,Chinook,11551,SN,Commercial,291873
1980,3,Chinook,9218,SN,Commercial,291873
1981,3,Chinook,7398,SN,Commercial,291873
1982,3,Chinook,28493,SN,Commercial,291873
1983,3,Chinook,14583,SN,Commercial,291873
1984,3,Chinook,15083,SN,Commercial,291873
1985,3,Chinook,15660,SN,Commercial,291873
1986,3,Chinook,17833,SN,Commercial,291873
1987,3,Chinook,18125,SN,Commercial,291873
1988,3,Chinook,8043,SN,Commercial,291873
1989,3,Chinook,17379,SN,Commercial,291873
1990,3,Chinook,9566,SN,Commercial,291873
1991,3,Chinook,27086,SN,Commercial,291873
1992,3,Chinook,10617,SN,Commercial,291873
1993,3,Chinook,16474,SN,Commercial,291873
1994,3,Chinook,5244,SN,Commercial,291873
1995,3,Chinook,9546,SN,Commercial,291873
1996,3,Chinook,2508,SN,Commercial,291873
1997,3,Chinook,1956,SN,Commercial,291873
1998,3,Chinook,95,SN,Commercial,291873
1999,3,Chinook,11,SN,Commercial,291873
2000,3,Chinook,2,SN,Commercial,291873
2001,3,Chinook,0,SN,Commercial,291873
2002,3,Chinook,0,SN,Commercial,291873
2003,3,Chinook,0,SN,Commercial,291873
2004,3,Chinook,9,SN,Commercial,291873
2005,3,Chinook,0,SN,Commercial,291873
2006,3,Chinook,0,SN,Commercial,291873
2007,3,Chinook,0,SN,Commercial,291873
2008,3,Chinook,0,SN,Commercial,291873
2009,3,Chinook,0,SN,Commercial,291873
2010,3,Chinook,0,SN,Commercial,291873
2011,3,Chinook,0,SN,Commercial,291873
2012,3,Chinook,0,SN,Commercial,291873
2013,3,Chinook,0,SN,Commercial,291873
2014,3,Chinook,0,SN,Commercial,291873
2015,3,Chinook,0,SN,Commercial,291873
2016,3,Chinook,0,SN,Commercial,291873
2017,3,Chinook,0,SN,Commercial,291873
2018,3,Chinook,0,SN,Commercial,291873
2019,3,Chinook,0,SN,Commercial,291873
2020,3,Chinook,0,SN,Commercial,291873
1975,4,Chinook,2631,SN,Commercial,58012
1976,4,Chinook,520,SN,Commercial,58012
1977,4,Chinook,1508,SN,Commercial,58012
1978,4,Chinook,1791,SN,Commercial,58012
1979,4,Chinook,2329,SN,Commercial,58012
1980,4,Chinook,403,SN,Commercial,58012
1981,4,Chinook,5123,SN,Commercial,58012
1982,4,Chinook,11866,SN,Commercial,58012
1984,4,Chinook,5481,SN,Commercial,58012
1985,4,Chinook,9201,SN,Commercial,58012
1986,4,Chinook,1454,SN,Commercial,58012
1987,4,Chinook,2152,SN,Commercial,58012
1988,4,Chinook,1349,SN,Commercial,58012
1989,4,Chinook,550,SN,Commercial,58012
1990,4,Chinook,988,SN,Commercial,58012
1991,4,Chinook,483,SN,Commercial,58012
1992,4,Chinook,3160,SN,Commercial,58012
1993,4,Chinook,3671,SN,Commercial,58012
1994,4,Chinook,3,SN,Commercial,58012
1995,4,Chinook,1855,SN,Commercial,58012
1996,4,Chinook,1410,SN,Commercial,58012
1997,4,Chinook,83,SN,Commercial,58012
1999,4,Chinook,0,SN,Commercial,58012
2000,4,Chinook,1,SN,Commercial,58012
2001,4,Chinook,0,SN,Commercial,58012
2002,4,Chinook,0,SN,Commercial,58012
2003,4,Chinook,0,SN,Commercial,58012
2004,4,Chinook,0,SN,Commercial,58012
2006,4,Chinook,0,SN,Commercial,58012
2007,4,Chinook,0,SN,Commercial,58012
2008,4,Chinook,0,SN,Commercial,58012
2009,4,Chinook,0,SN,Commercial,58012
2011,4,Chinook,0,SN,Commercial,58012
2012,4,Chinook,0,SN,Commercial,58012
2014,4,Chinook,0,SN,Commercial,58012
2015,4,Chinook,0,SN,Commercial,58012
2016,4,Chinook,0,SN,Commercial,58012
2018,4,Chinook,0,SN,Commercial,58012
1975,5,Chinook,1616,SN,Commercial,26620
1976,5,Chinook,123,SN,Commercial,26620
1977,5,Chinook,520,SN,Commercial,26620
1978,5,Chinook,1584,SN,Commercial,26620
1979,5,Chinook,540,SN,Commercial,26620
1980,5,Chinook,736,SN,Commercial,26620
1981,5,Chinook,423,SN,Commercial,26620
1982,5,Chinook,1919,SN,Commercial,26620
1983,5,Chinook,290,SN,Commercial,26620
1984,5,Chinook,1145,SN,Commercial,26620
1985,5,Chinook,5417,SN,Commercial,26620
1986,5,Chinook,2436,SN,Commercial,26620
1987,5,Chinook,974,SN,Commercial,26620
1988,5,Chinook,1386,SN,Commercial,26620
1989,5,Chinook,634,SN,Commercial,26620
1990,5,Chinook,2368,SN,Commercial,26620
1991,5,Chinook,1683,SN,Commercial,26620
1992,5,Chinook,784,SN,Commercial,26620
1993,5,Chinook,566,SN,Commercial,26620
1994,5,Chinook,349,SN,Commercial,26620
1995,5,Chinook,450,SN,Commercial,26620
1996,5,Chinook,616,SN,Commercial,26620
1997,5,Chinook,61,SN,Commercial,26620
1998,5,Chinook,0,SN,Commercial,26620
1999,5,Chinook,0,SN,Commercial,26620
2000,5,Chinook,0,SN,Commercial,26620
2001,5,Chinook,0,SN,Commercial,26620
2002,5,Chinook,0,SN,Commercial,26620
2003,5,Chinook,0,SN,Commercial,26620
2004,5,Chinook,0,SN,Commercial,26620
2005,5,Chinook,0,SN,Commercial,26620
2006,5,Chinook,0,SN,Commercial,26620
2007,5,Chinook,0,SN,Commercial,26620
2008,5,Chinook,0,SN,Commercial,26620
2009,5,Chinook,0,SN,Commercial,26620
2010,5,Chinook,0,SN,Commercial,26620
2014,5,Chinook,0,SN,Commercial,26620
1975,6,Chinook,7567,SN,Commercial,144791
1976,6,Chinook,4210,SN,Commercial,144791
1977,6,Chinook,3402,SN,Commercial,144791
1978,6,Chinook,17898,SN,Commercial,144791
1979,6,Chinook,15972,SN,Commercial,144791
1980,6,Chinook,13190,SN,Commercial,144791
1981,6,Chinook,6674,SN,Commercial,144791
1982,6,Chinook,16029,SN,Commercial,144791
1983,6,Chinook,11154,SN,Commercial,144791
1984,6,Chinook,2511,SN,Commercial,144791
1985,6,Chinook,5351,SN,Commercial,144791
1986,6,Chinook,15314,SN,Commercial,144791
1987,6,Chinook,5108,SN,Commercial,144791
1988,6,Chinook,6404,SN,Commercial,144791
1989,6,Chinook,216,SN,Commercial,144791
1990,6,Chinook,7738,SN,Commercial,144791
1991,6,Chinook,1742,SN,Commercial,144791
1992,6,Chinook,1433,SN,Commercial,144791
1993,6,Chinook,137,SN,Commercial,144791
1994,6,Chinook,1027,SN,Commercial,144791
1995,6,Chinook,950,SN,Commercial,144791
1996,6,Chinook,408,SN,Commercial,144791
1997,6,Chinook,143,SN,Commercial,144791
1998,6,Chinook,207,SN,Commercial,144791
1999,6,Chinook,0,SN,Commercial,144791
2000,6,Chinook,0,SN,Commercial,144791
2001,6,Chinook,0,SN,Commercial,144791
2002,6,Chinook,0,SN,Commercial,144791
2003,6,Chinook,0,SN,Commercial,144791
2004,6,Chinook,0,SN,Commercial,144791
2005,6,Chinook,0,SN,Commercial,144791
2006,6,Chinook,0,SN,Commercial,144791
2007,6,Chinook,0,SN,Commercial,144791
2008,6,Chinook,0,SN,Commercial,144791
2009,6,Chinook,0,SN,Commercial,144791
2010,6,Chinook,0,SN,Commercial,144791
2011,6,Chinook,6,SN,Commercial,144791
2013,6,Chinook,0,SN,Commercial,144791
2014,6,Chinook,0,SN,Commercial,144791
2015,6,Chinook,0,SN,Commercial,144791
2016,6,Chinook,0,SN,Commercial,144791
2017,6,Chinook,0,SN,Commercial,144791
2020,6,Chinook,0,SN,Commercial,144791
1975,7,Chinook,18544,SN,Commercial,138273
1976,7,Chinook,11008,SN,Commercial,138273
1977,7,Chinook,6199,SN,Commercial,138273
1978,7,Chinook,8438,SN,Commercial,138273
1979,7,Chinook,28555,SN,Commercial,138273
1980,7,Chinook,11587,SN,Commercial,138273
1981,7,Chinook,10226,SN,Commercial,138273
1982,7,Chinook,18616,SN,Commercial,138273
1983,7,Chinook,2719,SN,Commercial,138273
1984,7,Chinook,2243,SN,Commercial,138273
1985,7,Chinook,1994,SN,Commercial,138273
1986,7,Chinook,6790,SN,Commercial,138273
1987,7,Chinook,3104,SN,Commercial,138273
1988,7,Chinook,629,SN,Commercial,138273
1989,7,Chinook,167,SN,Commercial,138273
1990,7,Chinook,2353,SN,Commercial,138273
1991,7,Chinook,3955,SN,Commercial,138273
1992,7,Chinook,389,SN,Commercial,138273
1993,7,Chinook,206,SN,Commercial,138273
1994,7,Chinook,255,SN,Commercial,138273
1995,7,Chinook,152,SN,Commercial,138273
1996,7,Chinook,24,SN,Commercial,138273
1997,7,Chinook,101,SN,Commercial,138273
1998,7,Chinook,0,SN,Commercial,138273
1999,7,Chinook,0,SN,Commercial,138273
2000,7,Chinook,0,SN,Commercial,138273
2001,7,Chinook,0,SN,Commercial,138273
2002,7,Chinook,0,SN,Commercial,138273
2003,7,Chinook,6,SN,Commercial,138273
2004,7,Chinook,13,SN,Commercial,138273
2005,7,Chinook,0,SN,Commercial,138273
2006,7,Chinook,0,SN,Commercial,138273
2007,7,Chinook,0,SN,Commercial,138273
2009,7,Chinook,0,SN,Commercial,138273
2010,7,Chinook,0,SN,Commercial,138273
2011,7,Chinook,0,SN,Commercial,138273
2012,7,Chinook,0,SN,Commercial,138273
2013,7,Chinook,0,SN,Commercial,138273
2014,7,Chinook,0,SN,Commercial,138273
2015,7,Chinook,0,SN,Commercial,138273
2016,7,Chinook,0,SN,Commercial,138273
2017,7,Chinook,0,SN,Commercial,138273
1975,8,Chinook,14599,SN,Commercial,161025
1976,8,Chinook,10696,SN,Commercial,161025
1977,8,Chinook,4974,SN,Commercial,161025
1978,8,Chinook,6657,SN,Commercial,161025
1979,8,Chinook,17017,SN,Commercial,161025
1980,8,Chinook,13645,SN,Commercial,161025
1981,8,Chinook,7215,SN,Commercial,161025
1982,8,Chinook,3256,SN,Commercial,161025
1983,8,Chinook,12705,SN,Commercial,161025
1984,8,Chinook,2817,SN,Commercial,161025
1985,8,Chinook,7992,SN,Commercial,161025
1986,8,Chinook,17075,SN,Commercial,161025
1987,8,Chinook,4940,SN,Commercial,161025
1988,8,Chinook,8470,SN,Commercial,161025
1989,8,Chinook,1025,SN,Commercial,161025
1990,8,Chinook,10854,SN,Commercial,161025
1991,8,Chinook,3102,SN,Commercial,161025
1992,8,Chinook,5694,SN,Commercial,161025
1993,8,Chinook,1811,SN,Commercial,161025
1994,8,Chinook,4050,SN,Commercial,161025
1995,8,Chinook,1297,SN,Commercial,161025
1996,8,Chinook,285,SN,Commercial,161025
1997,8,Chinook,585,SN,Commercial,161025
1998,8,Chinook,247,SN,Commercial,161025
1999,8,Chinook,0,SN,Commercial,161025
2000,8,Chinook,0,SN,Commercial,161025
2001,8,Chinook,0,SN,Commercial,161025
2002,8,Chinook,0,SN,Commercial,161025
